TOA5,PFR093_RapauraCentral,CR200X,No_SN,CR200X.Std.03,PFR093_RapauraCentral.CR2,31016,Hourly,,,,,,,,
TIMESTAMP,RECORD,SiteID,AirTemperatu_Avg,AirTemperatu_Min,AirTemperatu_Max,RelativeHumi_Avg,Rain_Tot,Wetness_Avg,WindSpeed_Avg,WindSpeed_Max,WindDirectio_Avg,BatteryVoltage,,,
TS,RN,,Deg C,Deg C,Deg C,%,mm,,m/s,m/s,DegTrue,Volts,,,
,,Smp,Avg,Min,Max,Avg,Tot,Avg,Avg,Max,Avg,Smp,,,
11/02/2019 7:00,3597,93,13.33371,10.948,15.51,86.46185,0,98.61313,0.3604451,1.633333,81.30164,12.75527,,,
11/02/2019 8:00,3598,93,17.76351,15.488,19.679,72.86388,0,1.611209,1.35625,4.1,168.7107,13.11539,,,
11/02/2019 9:00,3599,93,21.76518,19.689,23.972,62.44252,0,0.002067812,1.030084,2.766667,171.3072,13.22704,,,
11/02/2019 10:00,3600,93,24.86095,23.622,26.157,49.33899,0,0.000726836,1.760527,4.466667,237.4503,13.17835,,,
11/02/2019 11:00,3601,93,26.64974,25.474,27.829,38.58473,0,0.001225305,2.129778,5.533333,257.5226,13.14897,,,
11/02/2019 12:00,3602,93,28.02178,27.38,29.01,35.69026,0,0.001843155,2.170334,4.933333,268.8777,13.14058,,,
11/02/2019 13:00,3603,93,29.77584,28.5,31.109,32.07851,0,0.000613057,1.832778,4.533333,243.5456,13.12547,,,
11/02/2019 14:00,3604,93,30.19225,29.638,30.82,34.32895,0,0.002107372,3.005833,6.966666,248.4937,13.14477,,,
11/02/2019 15:00,3605,93,29.8347,28.52,30.6,35.72968,0,0.001763853,3.637808,7.6,282.0181,13.14393,,,
11/02/2019 16:00,3606,93,29.94175,29.33,30.58,32.97691,0,0.001875212,3.438611,8.066667,256.6428,13.14645,,,
11/02/2019 17:00,3607,93,28.81342,28.138,29.439,34.21526,0,0.002337778,3.390361,8.533334,301.4957,13.15904,,,
11/02/2019 18:00,3608,93,27.52295,26.538,28.369,36.16121,0,0.002689496,2.558693,7.266666,301.6374,13.20773,,,
11/02/2019 19:00,3609,93,25.59794,24.064,26.886,38.92532,0,0.001649278,2.140611,5.533333,294.0694,12.85265,,,
11/02/2019 20:00,3610,93,23.06321,22.128,24.083,43.16642,0,0.000344138,2.406636,5.633333,288.6899,12.78214,,,
11/02/2019 21:00,3611,93,22.15494,21.476,22.71,43.34115,0,0.000611774,1.46536,5.866667,221.5549,12.7452,,,
11/02/2019 22:00,3612,93,21.06012,19.598,21.938,45.96524,0,0.001149994,1.080139,4.5,184.6443,12.72002,,,
11/02/2019 23:00,3613,93,21.50122,20.643,22.258,45.01268,0,0.002818264,1.507028,4.333333,203.6416,12.69735,,,
12/02/2019 0:00,3614,93,21.57569,20.884,22.088,46.40223,0,0.001683883,3.088056,8.466666,286.9019,12.67721,,,
12/02/2019 1:00,3615,93,21.42945,21.164,21.686,50.7297,0,0.001494173,3.304831,6.866666,294.1345,12.65958,,,
12/02/2019 2:00,3616,93,21.14908,20.894,21.425,58.06637,0,0.000806523,3.177085,6.866666,294.7147,12.64111,,,
12/02/2019 3:00,3617,93,20.87028,20.643,21.044,63.79795,0,0.001341121,3.6555,7.6,299.0463,12.62516,,,
12/02/2019 4:00,3618,93,20.79052,20.453,21.044,68.15742,0,0.000689318,2.909113,6.2,298.6214,12.60837,,,
12/02/2019 5:00,3619,93,20.58659,20.222,21.054,74.14494,0,1.108454,2.182055,4.966667,299.3152,12.59326,,,
12/02/2019 6:00,3620,93,19.80557,18.554,20.552,77.96767,0,0.03552059,1.358415,3.566667,274.4158,12.58067,,,
12/02/2019 7:00,3621,93,19.55168,18.082,21.174,79.90242,0,0.09070034,1.370304,4.066667,194.2171,12.71834,,,
12/02/2019 8:00,3622,93,21.79041,20.823,23.251,70.64166,0,0.001223738,2.608472,5.133333,224.5431,12.9794,,,
12/02/2019 9:00,3623,93,23.7459,22.94,25.236,63.26818,0,0.002027879,2.976194,5.166667,250.8687,13.21445,,,
12/02/2019 10:00,3624,93,25.39761,24.594,26.167,53.87059,0,0.001759816,3.329609,7.133334,286.3279,13.18758,,,
12/02/2019 11:00,3625,93,26.28077,25.676,26.938,50.33136,0,0.002069674,4.497921,8.933333,298.479,13.17415,,,
12/02/2019 12:00,3626,93,27.55409,26.578,28.359,46.42251,0,0.000613482,4.542915,8.4,305.1182,13.17583,,,
12/02/2019 13:00,3627,93,28.25038,27.478,28.9,44.07473,0,0.001071304,4.819054,8.566667,302.7431,13.16996,,,
12/02/2019 14:00,3628,93,29.15459,28.609,29.84,41.106,0,0.001568919,4.534414,9.5,299.2737,13.16492,,,
12/02/2019 15:00,3629,93,29.26924,28.92,29.9,41.20815,0,0.001185229,4.988223,8.766666,303.3993,13.15653,,,
12/02/2019 16:00,3630,93,29.22402,28.77,29.67,42.3926,0,0.002645973,4.543553,8.433333,303.1904,13.16072,,,
12/02/2019 17:00,3631,93,28.94463,28.68,29.26,42.77354,0,0.001033931,4.096413,8.066667,302.294,13.17331,,,
12/02/2019 18:00,3632,93,28.4881,27.999,29.189,43.22986,0,0.002916037,3.440389,6.7,302.1779,13.20437,,,
12/02/2019 19:00,3633,93,27.28387,26.276,28.048,44.84877,0,0.000535511,2.503693,5.733333,305.3324,12.84845,,,
12/02/2019 20:00,3634,93,24.40874,22.77,26.276,51.64363,0,0.002836953,1.25275,3.9,302.3046,12.78298,,,
12/02/2019 21:00,3635,93,21.61961,19.89,22.85,59.3724,0,0.001646842,0.769194,2.166667,301.1789,12.75443,,,
12/02/2019 22:00,3636,93,19.17725,18.253,19.88,71.01864,0,0.001990365,0.7600834,1.466667,152.3441,12.72673,,,
12/02/2019 23:00,3637,93,18.0407,16.825,19.298,79.47415,0,0.344736,0.6563058,1.866667,144.2588,12.69735,,,
13/02/2019 0:00,3638,93,17.19206,16.766,17.56,88.5105,0,23.43933,0.5840563,2.433333,118.4113,12.66545,,,
13/02/2019 1:00,3639,93,16.45782,15.67,17.108,92.66508,0,94.74039,0.8268559,3.566667,143.5157,12.64783,,,
13/02/2019 2:00,3640,93,14.38175,13.084,15.71,95.29698,0,97.13461,0.2330292,0.2666667,79.27052,12.61844,,,
13/02/2019 3:00,3641,93,12.688,12.358,13.104,96.83414,0,99.86306,0.2560575,0.9,305.4283,12.59158,,,
13/02/2019 4:00,3642,93,12.15644,11.392,12.842,97.08892,0,100,0.2405291,0.8666667,190.9143,12.56556,,,
13/02/2019 5:00,3643,93,11.44025,11.19,11.664,97.44073,0,99.99644,0.2543348,0.9,248.5973,12.54206,,,
13/02/2019 6:00,3644,93,11.28338,10.666,11.634,97.60372,0,99.95797,0.3027506,1.366667,195.8944,12.52023,,,
13/02/2019 7:00,3645,93,13.32825,11.613,15.358,95.16672,0,99.39513,0.2994453,1.3,232.7389,12.74436,,,
13/02/2019 8:00,3646,93,17.62472,15.317,19.839,80.8371,0,50.17706,1.280529,2.766667,244.1438,13.17415,,,
13/02/2019 9:00,3647,93,21.49887,19.749,23.852,67.82508,0,0.6172218,1.319221,2.666667,241.1297,13.22704,,,
13/02/2019 10:00,3648,93,24.20869,23.482,25.036,59.60987,0,0.3007339,1.728084,4.766667,117.1953,13.18674,,,
13/02/2019 11:00,3649,93,24.99702,24.083,25.724,58.0228,0,0.01421308,2.251083,4.866667,74.7135,13.18255,,,
13/02/2019 12:00,3650,93,25.28693,24.494,25.936,57.56203,0,0.002796261,3.477443,6.366667,60.96286,13.20185,,,
13/02/2019 13:00,3651,93,25.65478,25.036,26.366,56.834,0,0.002077218,4.299082,7.5,55.30984,13.21025,,,
13/02/2019 14:00,3652,93,25.91918,24.986,26.588,53.72206,0,0.002106373,4.687332,8.133334,63.06146,13.20353,,,
13/02/2019 15:00,3653,93,26.4876,25.756,27.47,52.25544,0,0.000381894,4.660775,8.166667,65.64575,13.1943,,,
13/02/2019 16:00,3654,93,26.58887,25.615,27.589,53.77813,0,0.003142112,4.239334,8.7,82.1441,13.18674,,,
13/02/2019 17:00,3655,93,27.10244,25.736,28.07,53.26776,0,0.00206677,3.868276,6.866666,86.72761,13.19094,,,
13/02/2019 18:00,3656,93,25.20243,24.182,26.106,58.95102,0,0.001379544,3.908055,7.5,83.25983,13.24718,,,
13/02/2019 19:00,3657,93,22.9461,21.927,24.182,65.72338,0,0.002762517,2.99117,6,90.91111,12.85601,,,
13/02/2019 20:00,3658,93,20.75514,20,21.968,72.28664,0,0.005300808,2.118166,4.733333,89.91777,12.78046,,,
13/02/2019 21:00,3659,93,18.61903,17.138,20.02,79.56232,0,7.870326,1.051333,3.466667,216.0146,12.7494,,,
13/02/2019 22:00,3660,93,16.791,15.639,17.348,88.49696,0,69.83886,0.7603898,1.933334,299.9046,12.71414,,,
13/02/2019 23:00,3661,93,14.73084,14.09,15.639,94.26831,0,96.20472,0.2831411,0.9,309.7994,12.6898,,,
14/02/2019 0:00,3662,93,13.50782,12.63,14.191,95.88616,0,99.99273,0.2438349,0.8333334,250.009,12.6579,,,
14/02/2019 1:00,3663,93,12.54571,12.106,13.042,96.70781,0,99.99998,0.2347513,0.5666667,208.2933,12.63775,,,
14/02/2019 2:00,3664,93,11.85069,11.472,12.368,96.75607,0,99.98101,0.2330014,0.3,212.8634,12.61005,,,
14/02/2019 3:00,3665,93,12.18493,11.613,12.942,96.96149,0,99.87651,0.2385294,0.8333334,314.8652,12.59074,,,
14/02/2019 4:00,3666,93,11.78927,10.767,12.662,96.99885,0,99.73206,0.2369183,0.5333334,179.4347,12.56556,,,
14/02/2019 5:00,3667,93,10.84846,10.424,11.311,97.47166,0,99.35937,0.2493355,0.9,144.7621,12.54373,,,
14/02/2019 6:00,3668,93,10.87562,10.011,12.078,97.85493,0,99.42756,0.263751,1.2,197.695,12.51687,,,
14/02/2019 7:00,3669,93,14.01002,11.896,16.504,93.8554,0,99.24998,0.3108065,1.566667,210.209,12.71666,,,
14/02/2019 8:00,3670,93,18.29731,16.424,20.302,77.88815,0,97.83706,0.6816106,1.8,105.7953,13.10616,,,
14/02/2019 9:00,3671,93,21.49477,20.181,23.772,67.20201,0,11.30141,0.9951113,2.3,125.1021,13.21864,,,
14/02/2019 10:00,3672,93,25.13056,23.592,27.078,54.6442,0,0.002566711,1.691695,3.566667,77.14041,13.18758,,,
14/02/2019 11:00,3673,93,28.44267,26.408,29.478,41.80965,0,0.04793409,2.426529,7.366666,208.0145,13.15569,,,
14/02/2019 12:00,3674,93,29.51809,29.02,30.08,35.47671,0,0.2705013,5.061501,10.96667,302.9061,13.15988,,,
14/02/2019 13:00,3675,93,29.88635,29.439,30.58,31.83816,0,0.04712125,5.835553,10.66667,301.6748,13.16576,,,
14/02/2019 14:00,3676,93,30.47231,30.06,30.9,28.55754,0,0.001837458,5.484862,11.16667,298.5162,13.14981,,,
14/02/2019 15:00,3677,93,30.25401,29.58,30.83,28.93677,0,0.003683141,5.736605,10.93333,301.0677,13.15569,,,
14/02/2019 16:00,3678,93,29.04314,28.108,29.92,33.71694,0,0.003105928,5.886608,10.76667,297.1613,13.16828,,,
14/02/2019 17:00,3679,93,27.35734,26.337,28.541,39.12143,0,0.003143348,6.244277,11.16667,298.474,13.20269,,,
14/02/2019 18:00,3680,93,25.09127,24.273,26.356,50.08108,0,0.001569393,5.748357,11.4,299.7105,13.27908,,,
14/02/2019 19:00,3681,93,24.12008,23.462,24.754,54.51211,0,0.001726339,3.866884,9.133333,305.3735,12.86188,,,
14/02/2019 20:00,3682,93,22.77826,21.947,23.852,60.10691,0,0.0120118,1.352722,4.366667,193.3447,12.7813,,,
14/02/2019 21:00,3683,93,21.77194,21.286,22.378,65.30132,0,0.03686443,1.696889,3.533333,298.8678,12.74352,,,
14/02/2019 22:00,3684,93,21.8078,21.466,22.108,64.90741,0,0.01907842,1.581722,3.9,285.453,12.72421,,,
14/02/2019 23:00,3685,93,22.65799,21.676,23.08,59.19266,0,0.00199022,2.402614,5.4,284.748,12.70994,,,
15/02/2019 0:00,3686,93,23.10275,22.71,23.312,56.67296,0,0.001802562,2.46736,5.166667,278.1288,12.69232,,,
15/02/2019 1:00,3687,93,22.25213,20.863,23.07,62.08441,0,0.002145025,2.084027,5.166667,179.5951,12.67301,,,
15/02/2019 2:00,3688,93,19.3253,18.394,20.843,78.62049,0,1.37161,3.172832,5.766667,58.37761,12.65118,,,
15/02/2019 3:00,3689,93,18.06851,17.83,18.404,83.48856,0,6.259126,2.901528,5.6,46.15982,12.63272,,,
15/02/2019 4:00,3690,93,17.74007,17.53,17.932,82.59886,0,7.54914,2.46239,4.766667,70.47657,12.60501,,,
15/02/2019 5:00,3691,93,18.10439,17.882,18.232,79.43816,0,2.001845,2.43911,5.2,94.31927,12.57144,,,
15/02/2019 6:00,3692,93,17.97112,17.74,18.232,79.7813,0,13.39964,2.315475,5.033333,68.70017,12.56976,,,
15/02/2019 7:00,3693,93,17.76403,17.47,17.932,82.21043,0,56.25121,2.249696,4.833333,45.60529,12.55968,,,
15/02/2019 8:00,3694,93,17.4071,16.997,17.952,86.8621,0,64.02022,2.277611,5.1,49.61481,12.95926,,,
15/02/2019 9:00,3695,93,18.12292,17.83,18.434,83.16682,0,2.042537,2.304111,5.1,48.572,13.30679,,,
15/02/2019 10:00,3696,93,18.82624,18.072,20.041,81.10225,0,0.4403256,3.076085,5.866667,46.98066,13.34876,,,
15/02/2019 11:00,3697,93,19.53354,18.966,20.502,76.22471,0,0.000996417,3.717496,6.566667,52.37383,13.34792,,,
15/02/2019 12:00,3698,93,20.6058,19.337,21.947,69.82229,0,0.001529649,3.739025,7.1,60.53907,13.28328,,,
15/02/2019 13:00,3699,93,21.3528,20.623,22.178,65.34498,0,0.002262136,4.602583,8.766666,54.85014,13.2774,,,
15/02/2019 14:00,3700,93,20.84506,19.749,22.188,66.27915,0,0.001839837,5.017444,9.166666,47.95325,13.28664,,,
15/02/2019 15:00,3701,93,19.88096,19.258,20.552,69.29336,0,0.001149089,4.707304,8.233334,50.6735,13.31938,,,
15/02/2019 16:00,3702,93,19.77098,19.046,20.923,67.88285,0,0.001339934,4.288247,7.633334,56.85224,13.34036,,,
15/02/2019 17:00,3703,93,18.80973,17.991,19.668,71.03772,0,0.001993314,3.884637,6.566667,53.21916,13.27573,,,
15/02/2019 18:00,3704,93,17.6657,17.339,18.092,77.39536,0,0.003030286,3.544721,6.666667,45.37207,12.88371,,,
15/02/2019 19:00,3705,93,17.22986,17.066,17.47,79.42031,0,0.001722158,2.960753,5.433333,52.33698,12.78885,,,
15/02/2019 20:00,3706,93,16.9137,16.766,17.108,81.33135,0,0.02280265,2.358611,4.766667,53.74752,12.75024,,,
15/02/2019 21:00,3707,93,16.74386,16.675,16.846,82.94629,0,0.08588941,1.443362,3.633333,51.47241,12.73177,,,
15/02/2019 22:00,3708,93,16.51508,16.062,16.695,84.47501,0,0.4057319,0.8791346,1.9,107.89,12.71498,,,
15/02/2019 23:00,3709,93,15.6504,14.774,16.072,88.66801,0,15.65865,0.3421398,1.133333,270.8172,12.69315,,,
16/02/2019 0:00,3710,93,13.34649,11.735,14.784,93.05678,0,94.37298,0.2329736,0.2666667,239.1469,12.66461,,,
16/02/2019 1:00,3711,93,11.32555,10.686,11.865,96.25056,0,100,0.255474,0.9666666,269.8596,12.6302,,,
16/02/2019 2:00,3712,93,10.82208,9.88,12.378,97.49625,0,99.9983,0.6482775,2.733334,240.4588,12.61005,,,
16/02/2019 3:00,3713,93,10.86595,9.87,11.936,97.6315,0,99.82538,0.5819453,2.6,249.4109,12.57563,,,
16/02/2019 4:00,3714,93,11.34662,10.786,11.926,96.81981,0,99.49638,0.6593897,2.266667,203.6832,12.54122,,,
16/02/2019 5:00,3715,93,10.10968,8.761,11.009,96.83585,0,99.33672,0.5629461,2.533334,211.2685,12.50596,,,
16/02/2019 6:00,3716,93,8.377082,7.924,9.517,98.00961,0,99.07858,0.3235847,1.333333,194.4869,12.49169,,,
16/02/2019 7:00,3717,93,10.03933,7.924,13.114,97.79288,0,99.58117,1.011361,3.9,174.8118,12.6856,,,
16/02/2019 8:00,3718,93,15.40346,13.124,18.022,83.91123,0,98.21729,2.330251,7,143.3503,13.28244,,,
16/02/2019 9:00,3719,93,18.48475,17.59,19.74,72.39773,0,7.677141,3.373276,7.033333,70.45279,13.33449,,,
16/02/2019 10:00,3720,93,20.29971,19.037,21.536,61.02523,0,0.06062588,2.621667,5.933333,91.93321,13.28076,,,
16/02/2019 11:00,3721,93,21.22326,19.64,22.619,53.14888,0,0.02243515,2.941612,6.5,88.11259,13.26565,,,
16/02/2019 12:00,3722,93,21.1239,20.08,22.138,51.54763,0,0.007705375,3.499303,6.866666,84.21731,13.26985,,,
16/02/2019 13:00,3723,93,21.18462,19.518,22.509,50.17427,0,0.004832343,4.223136,8.433333,56.10268,13.28076,,,
16/02/2019 14:00,3724,93,20.14862,19.408,21.174,51.86102,0,0.005008033,4.375803,8.533334,64.04865,13.32525,,,
16/02/2019 15:00,3725,93,19.47974,18.705,20.392,51.93452,0,0.001957273,3.558723,7.5,71.3656,13.36219,,,
16/02/2019 16:00,3726,93,18.41452,17.449,19.046,52.1751,0,0.001685589,4.075474,8.033334,70.86372,13.23124,,,
16/02/2019 17:00,3727,93,16.64222,15.8,17.5,58.86288,0,0.001033503,3.95819,8.566667,70.31853,12.85852,,,
16/02/2019 18:00,3728,93,15.43092,15.126,15.88,62.79822,0,0.001992026,3.276971,6.3,55.51646,12.77374,,,
16/02/2019 19:00,3729,93,15.01226,14.865,15.156,63.53749,0,0.000918775,3.202582,6.033333,55.92294,12.73932,,,
16/02/2019 20:00,3730,93,14.67095,14.412,14.915,65.01423,0,0.002143934,2.915251,5.566667,55.79619,12.71162,,,
16/02/2019 21:00,3731,93,14.42533,14.311,14.472,66.68179,0,0.002913367,2.128416,4.533333,51.90219,12.69064,,,
16/02/2019 22:00,3732,93,14.21064,14.08,14.332,68.22065,0,0.003598976,1.531583,2.8,39.02815,12.67049,,,
16/02/2019 23:00,3733,93,13.96764,13.828,14.09,71.4369,0,0.02232524,0.8264714,2.2,207.4164,12.6495,,,
17/02/2019 0:00,3734,93,13.9181,13.738,14.11,72.28745,0,0.04910283,1.045834,2.466667,117.5627,12.62852,,,
17/02/2019 1:00,3735,93,14.00357,13.749,14.09,69.35522,0,0.01070271,1.064054,3,81.44023,12.60753,,,
17/02/2019 2:00,3736,93,13.5752,13.466,13.778,74.75777,0,0.1115394,0.9615281,1.9,257.3019,12.58403,,,
17/02/2019 3:00,3737,93,13.20457,12.399,13.526,77.44382,0,1.442258,1.025168,2.4,253.6264,12.55717,,,
17/02/2019 4:00,3738,93,10.57787,9.457,12.399,87.17365,0,74.30446,0.6721117,1.233333,265.9999,12.51771,,,
17/02/2019 5:00,3739,93,10.2968,9.356,11.532,91.46777,0,89.45102,0.9118334,1.833333,270.985,12.49757,,,
17/02/2019 6:00,3740,93,12.10508,11.532,12.458,85.39678,0,10.00276,1.088251,2.133333,265.7725,12.50008,,,
17/02/2019 7:00,3741,93,11.86228,10.808,13.708,86.58996,0,25.97501,0.7181957,1.533333,290.7288,12.80984,,,
17/02/2019 8:00,3742,93,14.98451,13.708,15.962,70.62409,0,0.004137577,1.597223,3.466667,240.941,13.33533,,,
17/02/2019 9:00,3743,93,16.44939,15.439,18.052,64.63055,0,0.002490632,1.588889,3.333333,221.6658,13.27489,,,
17/02/2019 10:00,3744,93,18.84739,17.509,20.161,57.85077,0,0.000343808,1.4515,3.466667,240.2955,13.22032,,,
17/02/2019 11:00,3745,93,21.14678,19.568,22.328,51.92674,0,0.002413947,2.463695,6.1,266.3293,13.21529,,,
17/02/2019 12:00,3746,93,22.70635,21.696,23.762,46.22975,0,0.001300949,3.643333,6.8,291.0275,13.22116,,,
17/02/2019 13:00,3747,93,24.35984,23.02,25.936,41.98122,0,0.001839641,3.2065,6.6,289.4001,13.19262,,,
17/02/2019 14:00,3748,93,25.74458,24.815,26.617,40.27192,0,0.002415136,3.46961,7.433333,288.8132,13.17667,,,
17/02/2019 15:00,3749,93,25.30472,23.672,26.636,42.58193,0,0.0013397,3.705806,7.1,296.1632,13.19094,,,
17/02/2019 16:00,3750,93,24.66949,23.552,25.396,44.89505,0,0.002339585,2.892695,6.633334,293.6757,13.1943,,,
17/02/2019 17:00,3751,93,24.95768,23.802,25.917,44.41149,0,0.001991882,2.403721,7.033333,289.3318,13.20018,,,
17/02/2019 18:00,3752,93,24.16875,23.542,25.406,45.78963,0,0.001725623,2.213971,5.666667,282.648,13.23711,,,
17/02/2019 19:00,3753,93,24.01545,22.338,25.094,46.57063,0,0.00149237,0.9906676,3.033334,188.6389,12.8409,,,
17/02/2019 20:00,3754,93,19.92384,18.735,22.48,59.18061,0,0.002416803,0.8728056,2.933333,291.1413,12.77626,,,
17/02/2019 21:00,3755,93,16.74374,15.348,18.755,72.33041,0,0.03002787,1.034111,1.866667,156.6957,12.73429,,,
17/02/2019 22:00,3756,93,14.77875,13.949,16.042,80.23375,0,0.2270552,0.8580003,1.666667,156.2214,12.70827,,,
17/02/2019 23:00,3757,93,13.57812,12.973,14.533,83.20119,0,2.362844,0.8208324,2,125.0945,12.67301,,,
18/02/2019 0:00,3758,93,13.12079,12.308,13.708,84.05092,0,4.469495,0.8424731,2.166667,134.4067,12.64783,,,
18/02/2019 1:00,3759,93,11.32721,10.707,12.358,90.29868,0,86.70661,0.4359449,1.033333,176.3143,12.626,,,
18/02/2019 2:00,3760,93,10.00296,9.316,10.728,92.53201,0,95.78769,0.3547787,0.7333333,329.4031,12.60333,,,
18/02/2019 3:00,3761,93,9.286712,9.034,9.699,94.32397,0,95.09048,0.6722773,1.966667,269.8045,12.58319,,,
18/02/2019 4:00,3762,93,8.638058,7.833,9.216,95.17142,0,98.28177,0.5803337,2.033333,151.9404,12.56472,,,
18/02/2019 5:00,3763,93,7.29676,6.794,7.975,95.96323,0,100,0.4513059,1.033333,273.3977,12.54122,,,
18/02/2019 6:00,3764,93,7.070671,6.592,7.5,96.82285,0,100,0.4828621,1.466667,197.2929,12.51855,,,
18/02/2019 7:00,3765,93,9.045133,6.613,12.026,95.4059,0,99.34327,0.8253055,2.066667,259.8532,12.71162,,,
18/02/2019 8:00,3766,93,14.19748,12.026,16.264,81.38931,0,49.14722,1.420526,3.1,251.7581,13.30511,,,
18/02/2019 9:00,3767,93,17.74928,16.222,19.388,67.923,0,0.3992472,1.242305,2.633333,198.7312,13.26985,,,
18/02/2019 10:00,3768,93,20.69274,19.198,22.248,52.24516,0,0.009737774,1.197056,3.133333,228.3766,13.21025,,,
18/02/2019 11:00,3769,93,22.51141,21.646,23.341,49.5086,0,0.001724719,2.385553,4.966667,70.21496,13.22704,,,
18/02/2019 12:00,3770,93,22.93904,21.898,24.234,46.96523,0,0.001224688,3.198085,5.933333,57.77027,13.22956,,,
18/02/2019 13:00,3771,93,23.6613,22.75,24.173,41.53201,0,0.001455709,4.003169,7.266666,56.05587,13.22956,,,
18/02/2019 14:00,3772,93,23.75683,23.09,24.664,46.22599,0,0.001416817,4.11597,7.166667,56.88682,13.23207,,,
18/02/2019 15:00,3773,93,23.55172,22.91,24.163,49.81249,0,0.001148043,4.199224,8.033334,71.22843,13.22452,,,
18/02/2019 16:00,3774,93,23.64177,22.97,24.353,50.56781,0,0.001570102,4.303885,7.633334,60.3955,13.23543,,,
18/02/2019 17:00,3775,93,23.30942,22.56,24.073,51.73794,0,0.002181212,3.864527,7.166667,65.96982,13.24718,,,
18/02/2019 18:00,3776,93,21.98264,20.794,23.452,56.85932,0,0.001606859,3.750581,7.066666,82.15169,13.30594,,,
18/02/2019 19:00,3777,93,19.85313,18.574,20.923,64.85077,0,0.002801178,2.837473,5.233333,99.69969,12.84509,,,
18/02/2019 20:00,3778,93,17.47336,16.585,18.594,75.54051,0,0.1163457,1.668749,4.033333,112.7202,12.76199,,,
18/02/2019 21:00,3779,93,15.35369,13.497,16.594,84.20014,0,40.13347,0.696696,2.4,192.4464,12.73261,,,
18/02/2019 22:00,3780,93,12.69951,11.574,13.497,92.41748,0,96.46141,0.4797506,1.066667,275.7357,12.70659,,,
18/02/2019 23:00,3781,93,11.38332,11.19,11.594,94.56364,0,96.4618,0.5121951,1.2,283.2221,12.67972,,,
19/02/2019 0:00,3782,93,10.9638,10.496,11.403,95.57864,0,99.99949,0.4595847,1.233333,285.8608,12.65118,,,
19/02/2019 1:00,3783,93,10.00209,9.478,10.676,95.51491,0,99.99518,0.3516894,0.8666667,138.6268,12.62852,,,
19/02/2019 2:00,3784,93,9.239634,8.77,9.498,96.04443,0,99.88128,0.3606129,0.8333334,280.1597,12.60753,,,
19/02/2019 3:00,3785,93,8.323206,8.106,8.77,96.38345,0,99.7962,0.3859174,0.9,294.0002,12.58571,,,
19/02/2019 4:00,3786,93,8.122385,7.52,8.712,96.64758,0,99.6774,0.3675841,0.8666667,204.7562,12.56892,,,
19/02/2019 5:00,3787,93,7.5207,7.138,7.722,96.89633,0,99.45627,0.5331394,1.366667,222.0007,12.53954,,,
19/02/2019 6:00,3788,93,7.447881,7.016,8.025,97.52916,0,99.51079,0.3847782,1.3,236.5903,12.50932,,,
19/02/2019 7:00,3789,93,9.507879,7.178,12.641,96.5181,0,99.17564,0.5252778,1.733333,237.2534,12.70491,,,
19/02/2019 8:00,3790,93,14.96871,12.61,17.55,81.85455,0,97.67982,0.988667,2.1,240.2912,13.30511,,,
19/02/2019 9:00,3791,93,19.08655,17.208,22.128,68.6339,0,18.40176,0.8468612,2.366667,214.0937,13.24802,,,
19/02/2019 10:00,3792,93,23.51131,22.168,24.754,53.58821,0,0.01108167,1.170917,3.166667,141.4021,13.19178,,,
19/02/2019 11:00,3793,93,26.25358,24.504,27.56,45.34437,0,0.01468052,1.578859,4.133333,82.9539,13.17163,,,
19/02/2019 12:00,3794,93,27.58618,26.437,28.65,44.89321,0,0.0230456,2.144279,4.2,81.58261,13.16492,,,
19/02/2019 13:00,3795,93,29.84813,28.4,31.63,39.64472,0,0.01539325,2.488861,6.133333,126.7262,13.1389,,,
19/02/2019 14:00,3796,93,31.5551,30.9,32.449,33.9163,0,0.01628493,2.854862,5.6,292.3637,13.11203,,,
19/02/2019 15:00,3797,93,31.44039,30.42,32.488,34.92846,0,0.005791334,3.667304,8.233334,300.3646,13.12631,,,
19/02/2019 16:00,3798,93,30.42383,29.798,31.01,36.25815,0,0.002643447,4.709254,8.966666,297.1752,13.14309,,,
19/02/2019 17:00,3799,93,29.52229,28.9,30.15,36.5622,0,0.001649078,5.103782,9.266666,297.5734,13.17415,,,
19/02/2019 18:00,3800,93,28.50434,27.74,29.541,36.34236,0,0.001379586,4.483752,9.233334,300.4213,13.22284,,,
19/02/2019 19:00,3801,93,26.86815,25.878,27.909,39.28031,0,0.001070924,3.493555,6.466667,303.2959,12.82579,,,
19/02/2019 20:00,3802,93,24.01444,23.11,25.856,53.03497,0,0.003029761,2.413443,5.733333,290.2142,12.77206,,,
19/02/2019 21:00,3803,93,23.25177,22.448,23.832,55.07852,0,0.000957572,2.356944,4.9,303.4568,12.73849,,,
19/02/2019 22:00,3804,93,22.18353,21.415,22.77,60.173,0,0.005030007,1.736306,3.733333,305.0711,12.72169,,,
19/02/2019 23:00,3805,93,21.01002,20.08,21.656,64.24894,0,0.04419746,1.247277,4.2,286.3263,12.69819,,,
20/02/2019 0:00,3806,93,19.86766,19.156,20.382,67.89155,0,0.1763928,1.474832,4.866667,266.028,12.65454,,,
20/02/2019 1:00,3807,93,20.90861,20.312,21.296,59.48328,0,0.00345021,3.175941,6.266667,277.3774,12.65286,,,
20/02/2019 2:00,3808,93,20.87955,20.522,21.306,58.46621,0,0.003184111,3.61072,8.1,279.8592,12.63691,,,
