year,month,day,hour,mean.ta,mean.rh,radiation.MJ.m2,rainTotal.mm,mean.wind.speed.m.s,mean.solar.rad.w.m2
2018,8,7,15,15.9,70,0.02,0.5,8.8,5.555555556
2018,8,7,16,15.7,66,0,0.5,7.1,0
2018,8,7,17,14.8,68,0,0.5,6.6,0
2018,8,7,18,12.6,74,0,0.5,6.6,0
2018,8,7,19,11.9,77,0,0.8,4.3,0
2018,8,7,20,10.5,83,0,0.8,4.2,0
2018,8,7,21,9,87,0,0.8,2.9,0
2018,8,7,22,8.7,90,0,0.8,3.6,0
2018,8,7,23,9.2,90,0,0.8,6.2,0
2018,8,8,0,9.4,89,0,0.8,4.3,0
2018,8,8,1,10.1,84,0,0.8,4.6,0
2018,8,8,2,12.3,70,0,0.8,4.5,0
2018,8,8,3,12.4,70,0,0.8,2.8,0
2018,8,8,4,12.2,71,0,0.8,1.6,0
2018,8,8,5,12.6,71,0.02,0.8,3.5,5.555555556
2018,8,8,6,13.4,68,0.14,0.8,6.1,38.88888889
2018,8,8,7,13.4,68,0.62,0.8,6.9,172.2222222
2018,8,8,8,12.9,70,0.56,0.8,5.3,155.5555556
2018,8,8,9,13.3,69,0.52,0.8,4.6,144.4444444
2018,8,8,10,14.2,67,1.43,0.8,4.4,397.2222222
2018,8,8,11,14.9,67,0.72,0.8,4.3,200
2018,8,8,12,14.5,70,0.21,0.8,4,58.33333333
2018,8,8,13,17,57,0.12,0.8,4,33.33333333
2018,8,8,14,16.9,54,0.05,0.8,2.8,13.88888889
2018,8,8,15,15.6,60,0.01,0.8,1.9,2.777777778
2018,8,8,16,14.8,64,0,0.2,0.7,0
2018,8,8,17,14.1,67,0,0,1,0
2018,8,8,18,13.9,67,0,0,0.7,0
2018,8,8,19,14.7,60,0,0,1.5,0
2018,8,8,20,13.5,69,0,0,1.9,0
2018,8,8,21,12.7,75,0,0.1,1.6,0
2018,8,8,22,12.2,77,0,0.3,1.4,0
2018,8,8,23,11.4,84,0,0.3,1,0
2018,8,9,0,11.4,84,0,0.3,1.5,0
2018,8,9,1,11.1,84,0,0.3,1.2,0
2018,8,9,2,11.3,80,0,0.3,1.1,0
2018,8,9,3,10.7,84,0,0.3,1.2,0
2018,8,9,4,10.7,84,0,0.3,1.2,0
2018,8,9,5,10.3,86,0.05,0.3,1.4,13.88888889
2018,8,9,6,9.5,88,0.21,0.3,1.8,58.33333333
2018,8,9,7,7.8,90,0.94,0.3,1.2,261.1111111
2018,8,9,8,6.9,94,1.46,0.3,2.6,405.5555556
2018,8,9,9,9,92,1.7,0.3,3.3,472.2222222
2018,8,9,10,12.1,83,1.82,0.3,1.7,505.5555556
2018,8,9,11,14,72,1.69,0.3,1,469.4444444
2018,8,9,12,14.7,70,1.4,0.3,1.8,388.8888889
2018,8,9,13,15.5,67,0.96,0.3,1.8,266.6666667
2018,8,9,14,16.4,62,0.44,0.3,2.2,122.2222222
2018,8,9,15,16.3,62,0.04,0.3,1.2,11.11111111
2018,8,9,16,15.8,64,0,0.3,0.5,0
2018,8,9,17,14.6,68,0,0.2,1.7,0
2018,8,9,18,12.3,75,0,0,2,0
2018,8,9,19,9.4,83,0,0,1.5,0
2018,8,9,20,8,86,0,0,0.7,0
2018,8,9,21,6.7,90,0,0,3.8,0
2018,8,9,22,5.8,91,0,0,5.3,0
2018,8,9,23,4.9,93,0,0,5.3,0
2018,8,10,0,4.6,94,0,0,5.8,0
2018,8,10,1,4.3,94,0,0,3,0
2018,8,10,2,3.9,95,0,0,1.7,0
2018,8,10,3,3.4,95,0,0,1.2,0
2018,8,10,4,3.3,95,0,0,1.8,0
2018,8,10,5,2.9,95,0.07,0,2,19.44444444
2018,8,10,6,2.5,95,0.32,0,0.9,88.88888889
2018,8,10,7,2.7,95,1.28,0,0.9,355.5555556
2018,8,10,8,2.7,94,1.48,0,1.2,411.1111111
2018,8,10,9,5.1,92,1.48,0,1,411.1111111
2018,8,10,10,9.9,77,1.08,0,0.9,300
2018,8,10,11,13.4,67,1.17,0,1,325
2018,8,10,12,14.4,67,1.16,0,0.4,322.2222222
2018,8,10,13,13.7,70,0.62,0,1.1,172.2222222
2018,8,10,14,13.1,75,0.2,0,1.3,55.55555556
2018,8,10,15,13,75,0.02,0,2,5.555555556
2018,8,10,16,12.4,80,0,0,2.3,0
2018,8,10,17,11.2,86,0,0,1.9,0
2018,8,10,18,10.5,89,0,0,1.6,0
2018,8,10,19,10.2,90,0,0,1.6,0
2018,8,10,20,10.2,88,0,0,0.3,0
2018,8,10,21,10,83,0,0,1.6,0
2018,8,10,22,8.4,84,0,0,1.1,0
2018,8,10,23,7.2,88,0,0,0.7,0
2018,8,11,0,6.2,91,0,0,1.1,0
2018,8,11,1,5.5,90,0,0,0.6,0
2018,8,11,2,4.2,92,0,0,1.2,0
2018,8,11,3,3.3,93,0,0,5.4,0
2018,8,11,4,2.3,94,0,0,8.1,0
2018,8,11,5,1.9,94,0.04,0,8.6,11.11111111
2018,8,11,6,2.3,93,0.26,0,8.2,72.22222222
2018,8,11,7,3.2,92,0.7,0,9,194.4444444
2018,8,11,8,4.6,91,1.43,0,8.5,397.2222222
2018,8,11,9,6,88,1.68,0,8.7,466.6666667
2018,8,11,10,7.8,83,1.89,0,9.2,525
2018,8,11,11,10.5,66,1.81,0,10.3,502.7777778
2018,8,11,12,12.1,57,1.45,0,9.4,402.7777778
2018,8,11,13,12.9,60,1,0,11.1,277.7777778
2018,8,11,14,13.6,60,0.47,0,7,130.5555556
2018,8,11,15,14.1,60,0.05,0,5.8,13.88888889
2018,8,11,16,14.1,60,0,0,5.7,0
2018,8,11,17,13.7,63,0,0,3.1,0
2018,8,11,18,10.3,76,0,0,2.9,0
2018,8,11,19,8,84,0,0,2.7,0
2018,8,11,20,7.1,85,0,0,2.2,0
2018,8,11,21,5.1,90,0,0,2,0
2018,8,11,22,3.8,93,0,0,2.3,0
2018,8,11,23,3.2,94,0,0,4.4,0
2018,8,12,0,3.2,95,0,0,4.8,0
2018,8,12,1,2.6,94,0,0,4.3,0
2018,8,12,2,1.5,95,0,0,3.1,0
2018,8,12,3,1.2,95,0,0,2.4,0
2018,8,12,4,0.6,95,0,0,0.7,0
2018,8,12,5,0.5,95,0.11,0,0.7,30.55555556
2018,8,12,6,0.4,95,0.19,0,1,52.77777778
2018,8,12,7,-0.1,94,1.06,0,1,294.4444444
2018,8,12,8,0.4,94,1.55,0,5,430.5555556
2018,8,12,9,2.7,91,1.81,0,6.5,502.7777778
2018,8,12,10,6.1,80,1.89,0,6.6,525
2018,8,12,11,9.4,68,1.77,0,8.1,491.6666667
2018,8,12,12,11.7,64,1.46,0,7.9,405.5555556
2018,8,12,13,13.2,62,1.01,0,9.2,280.5555556
2018,8,12,14,13.9,61,0.48,0,7.2,133.3333333
2018,8,12,15,14.9,58,0.05,0,7.4,13.88888889
2018,8,12,16,15.2,58,0,0,5.8,0
2018,8,12,17,14.8,60,0,0,5.4,0
2018,8,12,18,12,71,0,0,5.1,0
2018,8,12,19,7.5,86,0,0,5.6,0
2018,8,12,20,6.5,90,0,0,4.2,0
2018,8,12,21,5.5,91,0,0,3.4,0
2018,8,12,22,4.7,92,0,0,4.2,0
2018,8,12,23,3.8,93,0,0,1,0
2018,8,13,0,3.6,94,0,0,1,0
2018,8,13,1,3.1,94,0,0,1,0
2018,8,13,2,2.8,93,0,0,1.6,0
2018,8,13,3,2.3,93,0,0,1.3,0
2018,8,13,4,1.4,94,0,0,2.3,0
2018,8,13,5,0.6,94,0.16,0,1.7,44.44444444
2018,8,13,6,0.1,95,0.36,0,2.2,100
2018,8,13,7,-0.3,95,1.07,0,2.7,297.2222222
2018,8,13,8,0,95,1.64,0,2.6,455.5555556
2018,8,13,9,3,90,1.57,0,2.6,436.1111111
2018,8,13,10,7.2,75,1.88,0,1.8,522.2222222
2018,8,13,11,10.1,67,0.95,0,0.8,263.8888889
2018,8,13,12,12.4,61,1.19,0,0.8,330.5555556
2018,8,13,13,14.5,51,0.8,0,1.6,222.2222222
2018,8,13,14,14.4,51,0.31,0,1.5,86.11111111
2018,8,13,15,14.8,53,0.06,0,0.9,16.66666667
2018,8,13,16,14.2,56,0,0,0.5,0
2018,8,13,17,12,63,0,0,1.2,0
2018,8,13,18,10,68,0,0,2.9,0
2018,8,13,19,9,69,0,0,4.8,0
2018,8,13,20,7.3,76,0,0,4.5,0
2018,8,13,21,6.4,83,0,0,3.7,0
2018,8,13,22,6.9,82,0,0,1.4,0
2018,8,13,23,7.2,82,0,0,3.2,0
2018,8,14,0,7,82,0,0,2.6,0
2018,8,14,1,7.1,83,0,0,3,0
2018,8,14,2,6.7,86,0,0,4.4,0
2018,8,14,3,7.5,85,0,0,4.4,0
2018,8,14,4,8,84,0,0,4.9,0
2018,8,14,5,6.8,89,0.02,0,4.2,5.555555556
2018,8,14,6,6.6,92,0.09,0,5,25
2018,8,14,7,7.7,92,0.36,0,4.9,100
2018,8,14,8,7.9,92,0.72,0,6.4,200
2018,8,14,9,8.5,89,1.23,0,6.1,341.6666667
2018,8,14,10,8.9,90,1.26,0,7.1,350
2018,8,14,11,10.5,85,0.73,0,6.4,202.7777778
2018,8,14,12,12.2,80,0.64,0,8,177.7777778
2018,8,14,13,13.4,74,0.37,0,7.2,102.7777778
2018,8,14,14,13,76,0.24,0,6.8,66.66666667
2018,8,14,15,12.6,78,0.05,0,7.2,13.88888889
2018,8,14,16,12.8,77,0,0,6.9,0
2018,8,14,17,12.4,79,0,0,5.8,0
2018,8,14,18,11.8,82,0,0,4.6,0
2018,8,14,19,11,86,0,0,4,0
2018,8,14,20,10.1,90,0,0,3.5,0
2018,8,14,21,9.4,91,0,0,3.3,0
2018,8,14,22,9.6,91,0,0,2.3,0
2018,8,14,23,9.6,91,0,0,1.5,0
2018,8,15,0,9.1,90,0,0,1,0
2018,8,15,1,8.4,89,0,0,0.6,0
2018,8,15,2,8.6,88,0,0,1.8,0
2018,8,15,3,8.8,87,0,0,3.2,0
2018,8,15,4,8.9,85,0,0,3.6,0
2018,8,15,5,9.3,84,0.03,0,5.2,8.333333333
2018,8,15,6,9.7,81,0.21,0,4.8,58.33333333
2018,8,15,7,9.8,79,0.47,0,4.9,130.5555556
2018,8,15,8,9.9,79,1.18,0,4.7,327.7777778
2018,8,15,9,10.2,76,0.68,0,4.6,188.8888889
2018,8,15,10,10.6,73,1.18,0,4.2,327.7777778
2018,8,15,11,11.2,73,2,0,3.5,555.5555556
2018,8,15,12,11,75,1.87,0,3.6,519.4444444
2018,8,15,13,10.9,75,1.03,0,2.6,286.1111111
2018,8,15,14,12.1,71,0.57,0,3.8,158.3333333
2018,8,15,15,12.2,71,0.03,0,3.1,8.333333333
2018,8,15,16,11.8,74,0,0,3.2,0
2018,8,15,17,11.8,75,0,0,2.7,0
2018,8,15,18,10.4,81,0,0,3.7,0
2018,8,15,19,9.9,80,0,0,2.5,0
2018,8,15,20,7.8,85,0,0,2.3,0
2018,8,15,21,6.5,88,0,0,3.1,0
2018,8,15,22,5.3,88,0,0,3.6,0
2018,8,15,23,4.6,88,0,0,3.8,0
2018,8,16,0,4.2,87,0,0,3.8,0
2018,8,16,1,4,86,0,0,4.5,0
2018,8,16,2,3.2,86,0,0,5.5,0
2018,8,16,3,3,85,0,0,7.5,0
2018,8,16,4,2.3,85,0,0,7.2,0
2018,8,16,5,3.4,83,0.14,0,5.7,38.88888889
2018,8,16,6,3.7,80,0.27,0,5.5,75
2018,8,16,7,3.4,79,0.65,0,6.4,180.5555556
2018,8,16,8,5.1,70,1.37,0,6.2,380.5555556
2018,8,16,9,10.2,44,1.88,0,7,522.2222222
2018,8,16,10,12.2,53,1.4,0,7.3,388.8888889
2018,8,16,11,14,57,0.29,0,6.9,80.55555556
2018,8,16,12,14.8,62,0.38,0,6.6,105.5555556
2018,8,16,13,14.8,67,0.85,0,4.5,236.1111111
2018,8,16,14,13.6,71,0.34,0,4.7,94.44444444
2018,8,16,15,13.9,71,0.04,0,4.5,11.11111111
2018,8,16,16,14.4,73,0,0,2.6,0
2018,8,16,17,13,85,0,0,4.3,0
2018,8,16,18,13.5,78,0,0,4.4,0
2018,8,16,19,13.4,75,0,0,3.8,0
2018,8,16,20,13.3,73,0,0,4.1,0
2018,8,16,21,13,73,0,0,4.2,0
2018,8,16,22,11.9,76,0,0,4.1,0
2018,8,16,23,12.6,73,0,0,4.9,0
2018,8,17,0,13,72,0,0,4,0
2018,8,17,1,12.7,76,0,0,3.8,0
2018,8,17,2,13.1,67,0,0,3.1,0
2018,8,17,3,13.2,71,0,0,2.6,0
2018,8,17,4,13.4,73,0,0,3.3,0
2018,8,17,5,13.5,72,0.1,0,2,27.77777778
2018,8,17,6,13.3,72,0.24,0,3.1,66.66666667
2018,8,17,7,12.8,74,0.89,0,3.7,247.2222222
2018,8,17,8,12.3,75,0.63,0,4.4,175
2018,8,17,9,13,73,1.49,0,5.4,413.8888889
2018,8,17,10,14,69,1.01,0,5.8,280.5555556
2018,8,17,11,14,68,1.65,0,5.7,458.3333333
2018,8,17,12,15.1,65,1.15,0,5.4,319.4444444
2018,8,17,13,14.8,65,0.86,0,5.4,238.8888889
2018,8,17,14,15.4,62,0.56,0,4.8,155.5555556
2018,8,17,15,15.3,60,0.08,0,3.9,22.22222222
2018,8,17,16,14.2,62,0,0,3.7,0
2018,8,17,17,14,64,0,0,2.9,0
2018,8,17,18,11.8,73,0,0,3.3,0
2018,8,17,19,9.8,78,0,0,3.7,0
2018,8,17,20,9.5,79,0,0,4.5,0
2018,8,17,21,9.7,78,0,0,4.1,0
2018,8,17,22,8.8,84,0,0,4.5,0
2018,8,17,23,7.6,89,0,0,4.5,0
2018,8,18,0,5.6,92,0,0,4.5,0
2018,8,18,1,5.9,94,0,0,3.7,0
2018,8,18,2,6.8,94,0,0,3.9,0
2018,8,18,3,7.4,94,0,0,4.1,0
2018,8,18,4,7.6,92,0,0,4.2,0
2018,8,18,5,7.6,89,0.04,0,3.8,11.11111111
2018,8,18,6,7.3,91,0.12,0,5,33.33333333
2018,8,18,7,7.4,91,0.36,0,5,100
2018,8,18,8,7.4,90,0.47,0,6,130.5555556
2018,8,18,9,7.5,87,0.86,0,5.7,238.8888889
2018,8,18,10,7.6,89,1.6,0,6.9,444.4444444
2018,8,18,11,8.3,83,0.84,0,6.3,233.3333333
2018,8,18,12,9.6,72,0.78,0,4.7,216.6666667
2018,8,18,13,11.5,66,1.02,0,4.2,283.3333333
2018,8,18,14,10.3,68,0.53,0,3.6,147.2222222
2018,8,18,15,10.2,70,0.07,0,3.1,19.44444444
2018,8,18,16,10.7,67,0,0,3.4,0
2018,8,18,17,10.1,69,0,0,2.5,0
2018,8,18,18,8.6,72,0,0,3.7,0
2018,8,18,19,5.5,83,0,0,3.4,0
2018,8,18,20,3.6,90,0,0,2.7,0
2018,8,18,21,2.3,93,0,0,2.3,0
2018,8,18,22,1.5,94,0,0,1.3,0
2018,8,18,23,0.9,95,0,0,2.3,0
2018,8,19,0,0.7,95,0,0,1.2,0
2018,8,19,1,0.5,95,0,0,0.6,0
2018,8,19,2,0.5,95,0,0,1.4,0
2018,8,19,3,0,96,0,0,1,0
2018,8,19,4,0.6,95,0,0,0.4,0
2018,8,19,5,0.1,95,0.17,0,0.9,47.22222222
2018,8,19,6,0.1,94,0.31,0,1.2,86.11111111
2018,8,19,7,-0.4,94,1.25,0,2,347.2222222
2018,8,19,8,-0.5,94,1.69,0,2.8,469.4444444
2018,8,19,9,2.8,90,1.91,0,3.1,530.5555556
2018,8,19,10,7.2,72,1.96,0,5.3,544.4444444
2018,8,19,11,9.9,65,1.95,0,5.6,541.6666667
2018,8,19,12,12.2,62,1.49,0,6.7,413.8888889
2018,8,19,13,13.3,59,1.14,0,5.5,316.6666667
2018,8,19,14,13.8,54,0.57,0,4.5,158.3333333
2018,8,19,15,13.9,56,0.07,0,2.9,19.44444444
2018,8,19,16,13.8,57,0,0,2.7,0
2018,8,19,17,13.1,60,0,0,2.2,0
2018,8,19,18,10.4,67,0,0,2.3,0
2018,8,19,19,7.9,75,0,0,2.6,0
2018,8,19,20,5.6,84,0,0,2.4,0
2018,8,19,21,4.7,89,0,0,1.3,0
2018,8,19,22,3.2,92,0,0,1.4,0
2018,8,19,23,2.5,94,0,0,1.6,0
2018,8,20,0,2.2,95,0,0,0.8,0
2018,8,20,1,1.7,95,0,0,1.6,0
2018,8,20,2,1.3,96,0,0,2.2,0
2018,8,20,3,1.2,96,0,0,3.3,0
2018,8,20,4,2,96,0,0,4,0
2018,8,20,5,1.8,95,0.03,0,3,8.333333333
2018,8,20,6,1.8,95,0.15,0,4.4,41.66666667
2018,8,20,7,2.9,94,0.18,0,5.8,50
2018,8,20,8,4.3,90,0.14,0,7.1,38.88888889
2018,8,20,9,5.2,89,0.39,0,7.3,108.3333333
2018,8,20,10,7.8,73,0.8,0,7.4,222.2222222
2018,8,20,11,8.2,76,0.46,0,7.2,127.7777778
2018,8,20,12,7.9,86,0.5,0,7.6,138.8888889
2018,8,20,13,9.7,80,0.18,0,6.4,50
2018,8,20,14,10.8,76,0.04,0,5.8,11.11111111
2018,8,20,15,11.1,76,0.01,0,4.2,2.777777778
2018,8,20,16,11.2,80,0,0,4.1,0
2018,8,20,17,10,87,0,0,0.6,0
2018,8,20,18,9.4,91,0,0,0.3,0
2018,8,20,19,9.3,91,0,0,1.5,0
2018,8,20,20,8.9,89,0,0,0.9,0
2018,8,20,21,9.2,88,0,0,0.4,0
2018,8,20,22,8.9,87,0,0,1.2,0
2018,8,20,23,8.3,86,0,0,2.5,0
2018,8,21,0,7.8,85,0,0,1.3,0
2018,8,21,1,8.1,78,0,0,0.4,0
2018,8,21,2,10.9,64,0,0,0.2,0
2018,8,21,3,11.1,69,0,0,0.9,0
2018,8,21,4,10.6,73,0,0,0.8,0
2018,8,21,5,11,70,0.04,0,1.2,11.11111111
2018,8,21,6,9.6,81,0.35,0,1.2,97.22222222
2018,8,21,7,10.3,78,0.51,0,4.6,141.6666667
2018,8,21,8,10.1,83,0.66,0,5.5,183.3333333
2018,8,21,9,11.3,77,0.64,0,6,177.7777778
2018,8,21,10,11.2,83,2.44,0.1,6.4,677.7777778
2018,8,21,11,11.6,80,1.24,0.1,6.8,344.4444444
2018,8,21,12,11.8,77,1.32,0,7.1,366.6666667
2018,8,21,13,14.7,68,1.68,0,5.9,466.6666667
2018,8,21,14,13.9,68,0.48,0,5.1,133.3333333
2018,8,21,15,13.3,72,0.04,0,2.2,11.11111111
2018,8,21,16,14.8,66,0,0,1.1,0
2018,8,21,17,13.1,70,0,0,0.9,0
2018,8,21,18,11.4,75,0,0,1,0
2018,8,21,19,11.1,75,0,0,0.6,0
2018,8,21,20,11,72,0,0,0.5,0
2018,8,21,21,10.6,75,0,0,1,0
2018,8,21,22,10.3,77,0,0,0.3,0
2018,8,21,23,9.8,79,0,0,0.4,0
2018,8,22,0,9.3,81,0,0,0.5,0
2018,8,22,1,6.8,87,0,0,1.3,0
2018,8,22,2,6.3,90,0,0,0.3,0
2018,8,22,3,5.6,91,0,0,0,0
2018,8,22,4,5.6,92,0,0,0.3,0
2018,8,22,5,6.4,91,0.22,0,0.2,61.11111111
2018,8,22,6,5.8,92,0.55,0,0.1,152.7777778
2018,8,22,7,5.3,92,1.31,0,0.8,363.8888889
2018,8,22,8,6.1,90,1.79,0,0.9,497.2222222
2018,8,22,9,10.4,77,2,0,2.5,555.5555556
2018,8,22,10,13,68,2.12,0,2.2,588.8888889
2018,8,22,11,13.9,65,1.91,0,2.6,530.5555556
2018,8,22,12,14.5,61,1.23,0,3.7,341.6666667
2018,8,22,13,14.7,60,0.76,0,4.1,211.1111111
2018,8,22,14,14,57,0.46,0,5.4,127.7777778
2018,8,22,15,12.7,53,0.09,0,4.5,25
2018,8,22,16,11.9,57,0,0,1.1,0
2018,8,22,17,11.1,57,0,0,0.7,0
2018,8,22,18,10,63,0,0,0.8,0
2018,8,22,19,9.3,66,0,0,1.2,0
2018,8,22,20,9.1,69,0,0,1.6,0
2018,8,22,21,8.6,72,0,0,1.8,0
2018,8,22,22,7.8,75,0,0,0.7,0
2018,8,22,23,7.4,77,0,0,0.1,0
2018,8,23,0,6.8,79,0,0,0.8,0
2018,8,23,1,5.9,84,0,0,0.7,0
2018,8,23,2,5.9,85,0,0,0.9,0
2018,8,23,3,6.3,82,0,0,1.7,0
2018,8,23,4,6.7,81,0,0,1.4,0
2018,8,23,5,5.9,86,0.04,0,0.8,11.11111111
2018,8,23,6,5.2,88,0.14,0,0.9,38.88888889
2018,8,23,7,4.8,90,0.55,0,0.6,152.7777778
2018,8,23,8,5.4,90,0.75,0,2.9,208.3333333
2018,8,23,9,5.7,91,0.67,0,6.8,186.1111111
2018,8,23,10,7.1,89,0.26,0,6.3,72.22222222
2018,8,23,11,8.6,84,0.16,0,6.2,44.44444444
2018,8,23,12,9.7,76,0.06,0,5.7,16.66666667
2018,8,23,13,9.2,76,0.1,0,4.9,27.77777778
2018,8,23,14,7.7,88,0.14,0,3.7,38.88888889
2018,8,23,15,6.7,93,0.03,0,2.5,8.333333333
2018,8,23,16,6.7,91,0,0,2.5,0
2018,8,23,17,6.9,92,0,0,1.9,0
2018,8,23,18,7.2,87,0,0,1.2,0
2018,8,23,19,6.9,92,0,0,0.8,0
2018,8,23,20,7,91,0,0,0.9,0
2018,8,23,21,6.7,91,0,0,1.1,0
2018,8,23,22,6.4,92,0,0,1.1,0
2018,8,23,23,6.4,92,0,0,1.2,0
2018,8,24,0,6.5,88,0,0,1.4,0
2018,8,24,1,6.6,89,0,0,1.5,0
2018,8,24,2,6.7,89,0,0,0.9,0
2018,8,24,3,6.6,87,0,0,2.2,0
2018,8,24,4,7.7,80,0,0,1.4,0
2018,8,24,5,7.7,82,0.04,0,4.5,11.11111111
2018,8,24,6,7.7,84,0.18,0,5.5,50
2018,8,24,7,7.7,84,0.56,0,5.9,155.5555556
2018,8,24,8,7.8,85,0.69,0,5.3,191.6666667
2018,8,24,9,8,87,0.5,0,6.3,138.8888889
2018,8,24,10,8.6,84,0.61,0,12.1,169.4444444
2018,8,24,11,9,83,0.88,0,13.6,244.4444444
2018,8,24,12,8.5,86,1.21,0,13.7,336.1111111
2018,8,24,13,8.9,83,0.63,0,9.4,175
2018,8,24,14,9.4,81,0.22,0,4.5,61.11111111
2018,8,24,15,9.7,77,0.05,0,6.3,13.88888889
2018,8,24,16,9,80,0,0,3.9,0
2018,8,24,17,8.8,78,0,0,6.4,0
2018,8,24,18,8.6,78,0,0,4.9,0
2018,8,24,19,8.1,77,0,0,4.8,0
2018,8,24,20,7.9,79,0,0,6.2,0
2018,8,24,21,8.2,77,0,0,4.4,0
2018,8,24,22,7.9,79,0,0,3.4,0
2018,8,24,23,6.7,84,0,0,5,0
2018,8,25,0,6.8,85,0,0,6.6,0
2018,8,25,1,6.4,85,0,0,4.7,0
2018,8,25,2,4.6,89,0,0,4.2,0
2018,8,25,3,3.1,92,0,0,3.4,0
2018,8,25,4,2.8,93,0.01,0,3,2.777777778
2018,8,25,5,2.5,92,0.18,0,2.3,50
2018,8,25,6,1.6,92,0.7,0,1.1,194.4444444
2018,8,25,7,1.4,92,1.35,0,2.6,375
2018,8,25,8,2.2,92,1.33,0,6.2,369.4444444
2018,8,25,9,4.9,86,0.98,0,6.2,272.2222222
2018,8,25,10,9.6,70,1.08,0,6.3,300
2018,8,25,11,12.4,58,1.36,0,5.7,377.7777778
2018,8,25,12,13.1,57,0.94,0,5.6,261.1111111
2018,8,25,13,12,64,0.7,0,4.3,194.4444444
2018,8,25,14,12.1,65,0.44,0,3.1,122.2222222
2018,8,25,15,11.4,62,0.05,0,1.6,13.88888889
2018,8,25,16,10.4,61,0,0,0.4,0
2018,8,25,17,9.9,60,0,0,1.5,0
2018,8,25,18,8,68,0,0,2.3,0
2018,8,25,19,6.7,74,0,0,3.2,0
2018,8,25,20,5.6,84,0,0,1.8,0
2018,8,25,21,4.8,87,0,0,0.4,0
2018,8,25,22,3.6,90,0,0,2,0
2018,8,25,23,2.6,92,0,0,1.3,0
2018,8,26,0,1.6,94,0,0,1,0
2018,8,26,1,1.5,95,0,0,0.9,0
2018,8,26,2,0.9,95,0,0,0.8,0
2018,8,26,3,0.7,95,0,0,0.7,0
2018,8,26,4,0.2,96,0.01,0,1,2.777777778
2018,8,26,5,0.3,95,0.26,0,0.9,72.22222222
2018,8,26,6,0,95,0.8,0,0.8,222.2222222
2018,8,26,7,-0.3,95,1.37,0,1.5,380.5555556
2018,8,26,8,0.3,94,1.8,0,1.7,500
2018,8,26,9,4.6,86,2.06,0,1.2,572.2222222
2018,8,26,10,8.1,69,2.14,0,1.2,594.4444444
2018,8,26,11,10.9,65,2,0,2.5,555.5555556
2018,8,26,12,13,60,1.68,0,3.4,466.6666667
2018,8,26,13,14.5,60,1.2,0,3.7,333.3333333
2018,8,26,14,15.7,57,0.63,0,3.9,175
2018,8,26,15,16.8,54,0.11,0,3.4,30.55555556
2018,8,26,16,17.4,52,0,0,2,0
2018,8,26,17,17.4,52,0,0,2.5,0
2018,8,26,18,14,65,0,0,2.4,0
2018,8,26,19,9.6,79,0,0,1.8,0
2018,8,26,20,7.5,85,0,0,0.8,0
2018,8,26,21,6.2,90,0,0,0.8,0
2018,8,26,22,5.8,92,0,0,0.7,0
2018,8,26,23,5.4,92,0,0,0.9,0
2018,8,27,0,5.1,92,0,0,1.1,0
2018,8,27,1,4.1,93,0,0,3.3,0
2018,8,27,2,3.3,94,0,0,2.2,0
2018,8,27,3,3.2,95,0,0,2.3,0
2018,8,27,4,2.9,95,0.01,0,1.5,2.777777778
2018,8,27,5,2.2,95,0.27,0,3.8,75
2018,8,27,6,2,95,0.86,0,5.7,238.8888889
2018,8,27,7,1.7,95,1.4,0,7.6,388.8888889
2018,8,27,8,2.6,95,1.82,0,8.4,505.5555556
2018,8,27,9,6.9,87,2.08,0,8.1,577.7777778
2018,8,27,10,12.6,65,2.15,0,9.6,597.2222222
2018,8,27,11,15.1,61,2.01,0,9.1,558.3333333
2018,8,27,12,15.6,61,1.69,0,7.8,469.4444444
2018,8,27,13,16,59,1.22,0,8.8,338.8888889
2018,8,27,14,15.7,60,0.65,0,8.1,180.5555556
2018,8,27,15,15.6,60,0.1,0,6.6,27.77777778
2018,8,27,16,15.2,60,0,0,4.5,0
2018,8,27,17,14,63,0,0,4.3,0
2018,8,27,18,12.6,65,0,0,6,0
2018,8,27,19,11.9,69,0,0,7.1,0
2018,8,27,20,11.4,70,0,0,7,0
2018,8,27,21,11.4,69,0,0,6.7,0
2018,8,27,22,11.8,68,0,0,5.6,0
2018,8,27,23,12.1,69,0,0,6.3,0
2018,8,28,0,11.7,69,0,0,7,0
2018,8,28,1,11.1,70,0,0,6.8,0
2018,8,28,2,10.7,72,0,0,3,0
2018,8,28,3,10.4,74,0,0,5.3,0
2018,8,28,4,9.8,76,0.01,0,3.4,2.777777778
2018,8,28,5,9.6,77,0.27,0,1.5,75
2018,8,28,6,9.5,76,0.89,0,3.7,247.2222222
2018,8,28,7,9.1,78,1.39,0,6.5,386.1111111
2018,8,28,8,9.8,78,1.85,0.1,4.7,513.8888889
2018,8,28,9,12.2,74,1.55,0.6,4.8,430.5555556
2018,8,28,10,13.4,71,1.53,0.6,2,425
2018,8,28,11,14.8,68,1.43,0.6,1.4,397.2222222
2018,8,28,12,15.1,66,1.69,0.6,1.7,469.4444444
2018,8,28,13,14.9,68,1.05,0.6,8.2,291.6666667
2018,8,28,14,15,69,0.57,0.6,8.8,158.3333333
2018,8,28,15,16,64,0.06,0.6,6.3,16.66666667
2018,8,28,16,15.6,62,0,0.6,5.3,0
2018,8,28,17,14.7,63,0,0.6,6.6,0
2018,8,28,18,12.4,68,0,0.6,6.3,0
